,country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
39,"Congo, Rep.",1190.0,1250.0,1290.0,1200.0,1210.0,1220.0,1200.0,1200.0,1250.0,1300.0,1350.0,1410.0,1480.0,1560.0,1630.0,1700.0,1680.0,1490.0,1550.0,1660.0,1910.0,2200.0,2660.0,2760.0,2880.0,2760.0,2490.0,2430.0,2400.0,2390.0,2350.0,2340.0,2330.0,2250.0,2060.0,2090.0,2120.0,2060.0,2100.0,1990.0,2060.0,2060.0,2100.0,2060.0,2060.0,2140.0,2230.0,2010.0,2060.0,2210.0,2330.0,2310.0,2470.0,2390.0,2490.0,2350.0,2050.0,1910.0,1770.0,1730.0,1590.0,1520.0
40,Colombia,1950.0,1990.0,2030.0,2030.0,2100.0,2110.0,2150.0,2180.0,2250.0,2330.0,2410.0,2490.0,2630.0,2740.0,2830.0,2840.0,2910.0,2960.0,3140.0,3240.0,3290.0,3290.0,3250.0,3220.0,3250.0,3280.0,3400.0,3510.0,3570.0,3620.0,3700.0,3690.0,3770.0,3890.0,4040.0,4170.0,4180.0,4250.0,4200.0,3950.0,4000.0,4010.0,4050.0,4140.0,4300.0,4450.0,4680.0,4940.0,5040.0,5040.0,5210.0,5510.0,5670.0,5900.0,6110.0,6230.0,6290.0,6280.0,6320.0,6400.0,5870.0,6420.0
41,Comoros,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,1210.0,1220.0,1260.0,1290.0,1310.0,1300.0,1290.0,1280.0,1270.0,1200.0,1230.0,1130.0,1200.0,1210.0,1120.0,1140.0,1100.0,1120.0,1110.0,1110.0,1200.0,1210.0,1210.0,1210.0,1210.0,1220.0,1230.0,1210.0,1240.0,1250.0,1270.0,1300.0,1310.0,1340.0,1340.0,1320.0,1340.0,1360.0,1380.0,1380.0,1350.0,1360.0
42,Cape Verde,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,543.0,580.0,588.0,635.0,650.0,697.0,708.0,729.0,763.0,796.0,787.0,781.0,845.0,896.0,1040.0,1160.0,1260.0,1370.0,1510.0,1640.0,1840.0,1850.0,1920.0,1970.0,2150.0,2270.0,2420.0,2750.0,2900.0,2830.0,2850.0,2920.0,2920.0,2910.0,2890.0,2890.0,2990.0,3070.0,3170.0,3320.0,2800.0,2970.0
43,Costa Rica,3560.0,3500.0,3560.0,3670.0,3680.0,3850.0,3990.0,4090.0,4310.0,4420.0,4620.0,4810.0,5070.0,5320.0,5470.0,5450.0,5600.0,5940.0,6140.0,6270.0,6150.0,5850.0,5280.0,5280.0,5550.0,5430.0,5580.0,5690.0,5740.0,5910.0,5970.0,5950.0,6340.0,6620.0,6750.0,6870.0,6800.0,7010.0,7360.0,7510.0,7650.0,7770.0,7900.0,8110.0,8340.0,8550.0,9040.0,9650.0,9970.0,9750.0,10100.0,10500.0,10800.0,11000.0,11200.0,11500.0,11900.0,12300.0,12500.0,12700.0,12100.0,12900.0
44,Cuba,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,2610.0,2780.0,2870.0,2930.0,2920.0,3160.0,3300.0,3570.0,3780.0,3800.0,3610.0,4300.0,4650.0,4870.0,5210.0,5250.0,5210.0,5040.0,5180.0,5160.0,4960.0,4400.0,3860.0,3270.0,3280.0,3350.0,3600.0,3690.0,3680.0,3900.0,4110.0,4230.0,4280.0,4430.0,4680.0,5190.0,5810.0,6230.0,6480.0,6570.0,6720.0,6900.0,7110.0,7290.0,7360.0,7680.0,7720.0,7870.0,8050.0,8040.0,7170.0,7290.0
45,Cayman Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,96200.0,96300.0,93200.0,84000.0,79500.0,78400.0,77500.0,76600.0,76900.0,77300.0,78100.0,78900.0,80600.0,82100.0,76100.0,76600.0
46,Cyprus,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,6170.0,7480.0,8710.0,9350.0,10200.0,10700.0,10800.0,11300.0,11800.0,12700.0,13100.0,13500.0,14300.0,15300.0,16300.0,17100.0,16800.0,17900.0,17600.0,18300.0,19500.0,19400.0,19600.0,20600.0,21300.0,22400.0,23000.0,23600.0,23900.0,24800.0,25600.0,26400.0,27200.0,27400.0,26200.0,26100.0,25500.0,24300.0,22700.0,22600.0,23500.0,24900.0,26100.0,27200.0,28400.0,26800.0,28300.0
47,Czech Republic,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,11600.0,10300.0,10200.0,10200.0,10500.0,11200.0,11700.0,11700.0,11600.0,11800.0,12300.0,12700.0,13000.0,13400.0,14100.0,15000.0,15900.0,16700.0,17000.0,16200.0,16500.0,16800.0,16600.0,16600.0,17000.0,17800.0,18200.0,19100.0,19700.0,20200.0,19000.0,20100.0
48,Germany,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,17900.0,18400.0,19100.0,20000.0,20100.0,20000.0,21100.0,21900.0,22600.0,23500.0,23800.0,23900.0,23800.0,24200.0,25000.0,25600.0,26200.0,26500.0,27400.0,28300.0,29500.0,30800.0,31100.0,30600.0,31200.0,31600.0,31800.0,32299.999999999996,33000.0,33600.0,34500.0,35000.0,34900.0,34600.0,35000.0,35300.0,36700.0,37800.0,38300.0,36200.0,37800.0,40000.0,40100.0,40100.0,40900.0,41100.0,41700.0,42600.0,42900.0,43300.0,41700.0,42700.0
49,Djibouti,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,15285.558252427185,15402.648780487805,2170.0,2280.0,2410.0,2540.0,2630.0,2710.0,2820.0,2810.0,2910.0
50,Dominica,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,2930.0,3230.0,2620.0,2970.0,3290.0,3440.0,3540.0,3710.0,3780.0,4070.0,4350.0,4720.0,4740.0,5030.0,5120.0,5230.0,5340.0,5340.0,5500.0,5670.0,5800.0,6030.0,6080.0,6250.0,6270.0,6080.0,6450.0,6630.0,6670.0,6970.0,7410.0,7930.0,7840.0,7900.0,7880.0,7780.0,7710.0,8010.0,7720.0,7930.0,7370.0,7590.0,7940.0,6570.0,6960.0
51,Denmark,18100.0,19100.0,20100.0,20000.0,21700.0,22500.0,23000.0,24000.0,25200.0,26700.0,26900.0,27500.0,28500.0,29500.0,29000.0,28500.0,30100.0,30600.0,31100.0,32299.999999999996,32100.0,31900.0,33100.0,33900.0,35400.0,36800.0,38500.0,38600.0,38600.0,38800.0,39300.0,39700.0,40400.0,40300.0,42300.0,43300.0,44300.0,45600.0,46400.0,47600.0,49200.0,49500.0,49500.0,49600.0,50800.0,51800.0,53700.0,53900.0,53300.0,50500.0,51200.0,51600.0,51600.0,51800.0,52400.0,53300.0,54600.0,55700.0,56600.0,57200.0,55900.0,58400.0
52,Dominican Republic,1370.0,1300.0,1470.0,1520.0,1570.0,1330.0,1470.0,1470.0,1430.0,1540.0,1770.0,1910.0,2060.0,2260.0,2340.0,2400.0,2500.0,2560.0,2550.0,2600.0,2750.0,2800.0,2790.0,2850.0,2830.0,2710.0,2750.0,2960.0,2960.0,3030.0,2800.0,2770.0,3020.0,3180.0,3200.0,3320.0,3450.0,3700.0,3880.0,4050.0,4180.0,4210.0,4340.0,4220.0,4270.0,4610.0,4970.0,5270.0,5370.0,5350.0,5720.0,5830.0,5910.0,6120.0,6470.0,6840.0,7210.0,7460.0,7890.0,8210.0,7570.0,8410.0
53,Algeria,2110.0,1790.0,1410.0,1870.0,1940.0,2030.0,1900.0,2030.0,2200.0,2330.0,2480.0,2150.0,2680.0,2720.0,2850.0,2890.0,2980.0,3020.0,3210.0,3340.0,3270.0,3260.0,3360.0,3420.0,3490.0,3500.0,3400.0,3270.0,3150.0,3210.0,3150.0,3040.0,3030.0,2900.0,2810.0,2860.0,2930.0,2910.0,3010.0,3070.0,3140.0,3190.0,3320.0,3510.0,3610.0,3770.0,3780.0,3850.0,3870.0,3870.0,3930.0,3970.0,4030.0,4060.0,4130.0,4200.0,4250.0,4220.0,4190.0,4150.0,3870.0,3940.0
54,Ecuador,2530.0,2580.0,2630.0,2610.0,2730.0,2730.0,2650.0,2690.0,2660.0,2710.0,2810.0,2900.0,2960.0,3280.0,3550.0,3830.0,4000.0,3960.0,4070.0,4110.0,4150.0,4270.0,4190.0,4070.0,4070.0,4120.0,4160.0,4050.0,4180.0,4130.0,4180.0,4260.0,4260.0,4260.0,4360.0,4370.0,4370.0,4480.0,4540.0,4250.0,4230.0,4320.0,4420.0,4460.0,4750.0,4910.0,5040.0,5060.0,5290.0,5240.0,5330.0,5660.0,5880.0,6080.0,6220.0,6130.0,5970.0,6010.0,5980.0,5860.0,5330.0,5490.0
55,Egypt,751.0,769.0,778.0,838.0,910.0,930.0,953.0,937.0,900.0,925.0,955.0,972.0,980.0,993.0,987.0,1050.0,1170.0,1240.0,1320.0,1340.0,1440.0,1500.0,1610.0,1650.0,1760.0,1810.0,1840.0,1860.0,1910.0,1950.0,2010.0,1990.0,2030.0,2040.0,2070.0,2120.0,2180.0,2250.0,2330.0,2420.0,2520.0,2550.0,2560.0,2590.0,2640.0,2700.0,2830.0,2970.0,3130.0,3210.0,3310.0,3290.0,3290.0,3280.0,3300.0,3370.0,3440.0,3520.0,3630.0,3770.0,3840.0,3900.0
56,Eritrea,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,601.0,661.0,778.0,757.0,788.0,841.0,844.0,832.0,794.0,839.0,835.0,780.0,760.0,761.0,741.0,740.0,650.0,658.0,659.0,702.0,15402.648780487805,15418.169082125603,15614.676328502415,16725.5,16069.849514563106,16325.73786407767,16600.563106796115,16833.014705882353,15232.731343283582,15765.051020408164
57,Spain,6220.0,6890.0,7500.0,8150.0,8500.0,8930.0,9480.0,9770.0,10300.0,11100.0,11400.0,11800.0,12600.0,13500.0,14100.0,14000.0,14300.0,14600.0,14600.0,14500.0,14700.0,14600.0,14700.0,14900.0,15100.0,15400.0,15800.0,16700.0,17500.0,18300.0,19000.0,19400.0,19500.0,19200.0,19600.0,20000.0,20400.0,21100.0,22000.0,22800.0,23900.0,24700.0,25000.0,25300.0,25700.0,26100.0,26800.0,27200.0,27000.0,25800.0,25700.0,25400.0,24600.0,24400.0,24800.0,25800.0,26500.0,27200.0,27700.0,28100.0,24800.0,26100.0
58,Estonia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,7140.0,7600.0,8690.0,9160.0,9090.0,9960.0,10600.0,11400.0,12400.0,13300.0,14600.0,16200.0,17500.0,16600.0,14200.0,14600.0,15700.0,16300.0,16600.0,17100.0,17400.0,17900.0,19000.0,19600.0,20300.0,20100.0,21700.0
59,Ethiopia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,305.0,296.0,312.0,296.0,256.0,272.0,300.0,290.0,279.0,276.0,246.0,216.0,236.0,235.0,242.0,263.0,263.0,246.0,251.0,259.0,272.0,268.0,255.0,282.0,306.0,330.0,357.0,385.0,407.0,445.0,481.0,508.0,547.0,587.0,630.0,671.0,716.0,744.0,785.0,811.0,835.0
60,Finland,11400.0,12200.0,12500.0,12800.0,13400.0,14100.0,14300.0,14600.0,14800.0,16300.0,17100.0,17500.0,18800.0,19900.0,20500.0,20800.0,20800.0,20800.0,21300.0,22800.0,23900.0,24100.0,24700.0,25400.0,26000.0,26900.0,27500.0,28400.0,29800.0,31200.0,31300.0,29300.0,28200.0,27800.0,28800.0,29900.0,30900.0,32800.0,34500.0,35900.0,37900.0,38800.0,39400.0,40000.0,41500.0,42500.0,44100.0,46200.0,46400.0,42400.0,43600.0,44500.0,43600.0,43000.0,42700.0,42800.0,43900.0,45200.0,45600.0,46100.0,45100.0,46300.0
61,Fiji,2150.0,2160.0,2170.0,2230.0,2270.0,2150.0,2090.0,2310.0,2430.0,2440.0,2700.0,2830.0,2980.0,3280.0,3310.0,3270.0,3300.0,3420.0,3400.0,3720.0,3570.0,3710.0,3400.0,3190.0,3370.0,3140.0,3320.0,3050.0,3040.0,3230.0,3380.0,3270.0,3460.0,3530.0,3700.0,3790.0,3950.0,3820.0,3830.0,4120.0,4000.0,4040.0,4130.0,4130.0,4300.0,4290.0,4330.0,4260.0,4270.0,4190.0,4300.0,4400.0,4450.0,4650.0,4890.0,5110.0,5220.0,5500.0,5710.0,5680.0,4700.0,4440.0
62,France,11200.0,11600.0,12300.0,12900.0,13600.0,14100.0,14700.0,15200.0,15800.0,16700.0,17600.0,18400.0,19000.0,20100.0,20800.0,20500.0,21300.0,21900.0,22700.0,23400.0,23600.0,23700.0,24200.0,24400.0,24600.0,24900.0,25300.0,25800.0,26900.0,27900.0,28600.0,28700.0,29000.0,28700.0,29200.0,29700.0,30100.0,30700.0,31600.0,32500.0,33600.0,34000.0,34100.0,34200.0,34900.0,35200.0,35800.0,36500.0,36400.0,35100.0,35600.0,36200.0,36200.0,36200.0,36400.0,36700.0,37000.0,37700.0,38300.0,38800.0,35700.0,38000.0
63,Faeroe Islands,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,9917.888157894737,9963.716129032258,10140.777070063694,10382.208860759494,10190.19642857143,10179.355029585799,10229.906976744185,10251.85549132948,10365.765714285715,10589.232432432433,10801.481081081081,11414.143617021276,11663.079787234043,11954.275132275132,12546.005154639175,12677.810256410256,13023.145,13284.465,13763.845771144279,14091.66169154229,14999.445544554455,15523.569306930693,15408.357843137255,14767.956097560975,15025.756097560976,15285.558252427185,15402.648780487805,15418.169082125603,15614.676328502415,52700.0,16069.849514563106,16325.73786407767,16600.563106796115,16833.014705882353,15232.731343283582,15765.051020408164
64,"Micronesia, Fed. Sts.",4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,2410.0,2380.0,2380.0,2420.0,2470.0,2600.0,2640.0,2770.0,2680.0,2830.0,2730.0,2560.0,2630.0,2660.0,2780.0,2840.0,2850.0,2900.0,2820.0,2890.0,2910.0,2870.0,2830.0,2880.0,2950.0,3040.0,2970.0,2850.0,2770.0,2890.0,2910.0,2970.0,2960.0,2980.0,2910.0,2790.0
65,Gabon,3300.0,3750.0,3980.0,4170.0,4300.0,4590.0,4730.0,4850.0,4890.0,5180.0,5520.0,5960.0,6500.0,7010.0,9580.0,11200.0,14800.0,12600.0,9370.0,9180.0,9170.0,9390.0,8860.0,9110.0,9530.0,9060.0,8740.0,7050.0,7740.0,8170.0,8360.0,8630.0,8150.0,8250.0,8330.0,8520.0,8610.0,8880.0,8960.0,7960.0,7610.0,7570.0,7360.0,7320.0,7170.0,7160.0,6750.0,6940.0,6500.0,6300.0,6510.0,6740.0,6840.0,6980.0,7040.0,7090.0,7040.0,6890.0,6790.0,6890.0,6620.0,6580.0
66,Isle of Man,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,18300.0,18400.0,21800.0,23700.0,26100.0,27400.0,28100.0,28100.0,28200.0,28700.0,29700.0,30800.0,33000.0,35400.0,39700.0,44500.0,46300.0,48300.0,50800.0,53300.0,55500.0,58300.0,62100.0,66100.0,68600.0,69200.0,70800.0,71800.0,77000.0,80400.0,84800.0,84800.0,90800.0,94900.0,96800.0,96900.0,15232.731343283582,15765.051020408164
67,United Kingdom,14900.0,15200.0,15200.0,15900.0,16600.0,16900.0,17000.0,17400.0,18300.0,18600.0,19800.0,20400.0,21200.0,22500.0,21900.0,21600.0,22200.0,22800.0,23800.0,24600.0,24100.0,23900.0,24400.0,25400.0,25900.0,27000.0,27700.0,29200.0,30800.0,31500.0,31600.0,31200.0,31200.0,31900.0,33100.0,33800.0,34400.0,35800.0,36800.0,37800.0,39200.0,39900.0,40400.0,41500.0,42200.0,43000.0,43700.0,44400.0,44000.0,41700.0,42400.0,42500.0,42800.0,43300.0,44400.0,45100.0,45700.0,46500.0,47000.0,47500.0,42100.0,45100.0
68,Georgia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,1800.0,1910.0,2010.0,2080.0,2160.0,2400.0,2430.0,2470.0,2610.0,2820.0,3000.0,3160.0,3360.0,3590.0,3820.0,3960.0,4140.0,4180.0,4330.0,4520.0,4700.0,4280.0,4300.0,4490.0,4160.0,3550.0,2780.0,1520.0,1070.0,970.0,1030.0,1190.0,1360.0,1440.0,1510.0,1570.0,1670.0,1770.0,1980.0,2110.0,2330.0,2560.0,2900.0,2980.0,2900.0,3100.0,3360.0,3600.0,3740.0,3900.0,4010.0,4130.0,4330.0,4540.0,4770.0,4450.0,4930.0
69,Ghana,1110.0,1110.0,1130.0,1150.0,1150.0,1140.0,1060.0,1070.0,1050.0,1090.0,1160.0,1190.0,1130.0,1130.0,1170.0,994.0,932.0,925.0,973.0,920.0,897.0,841.0,759.0,702.0,743.0,763.0,784.0,802.0,827.0,847.0,852.0,875.0,887.0,907.0,915.0,931.0,952.0,969.0,990.0,1010.0,1020.0,1030.0,1050.0,1080.0,1110.0,1140.0,1180.0,1200.0,1280.0,1310.0,1380.0,1530.0,1630.0,1710.0,1720.0,1710.0,1730.0,1830.0,1900.0,1980.0,1950.0,2010.0
70,Guinea,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,10414.912408759124,10068.666666666666,9845.118055555555,9810.770833333334,9921.224489795919,9896.20945945946,522.0,526.0,544.0,551.0,555.0,547.0,547.0,557.0,562.0,572.0,581.0,598.0,609.0,618.0,621.0,635.0,658.0,651.0,653.0,659.0,653.0,682.0,693.0,669.0,684.0,705.0,728.0,739.0,747.0,756.0,817.0,878.0,911.0,938.0,959.0,973.0
71,Gambia,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,537.0,523.0,557.0,554.0,571.0,555.0,540.0,572.0,588.0,642.0,668.0,670.0,690.0,659.0,678.0,677.0,650.0,696.0,695.0,664.0,666.0,656.0,659.0,671.0,668.0,661.0,657.0,653.0,634.0,620.0,616.0,628.0,631.0,652.0,668.0,687.0,646.0,671.0,697.0,661.0,638.0,638.0,657.0,679.0,697.0,621.0,634.0,632.0,605.0,612.0,606.0,618.0,646.0,669.0,656.0,666.0
72,Guinea-Bissau,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,616.0,589.0,625.0,624.0,632.0,644.0,636.0,554.0,589.0,581.0,483.0,561.0,575.0,547.0,588.0,603.0,589.0,596.0,614.0,641.0,670.0,690.0,677.0,669.0,670.0,682.0,746.0,779.0,550.0,545.0,564.0,564.0,546.0,537.0,539.0,548.0,547.0,551.0,554.0,558.0,569.0,599.0,573.0,576.0,567.0,586.0,607.0,628.0,621.0,634.0,605.0,614.0
73,Equatorial Guinea,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,9997.112903225807,10069.661290322581,10436.088,468.0,470.0,452.0,445.0,423.0,452.0,420.0,421.0,415.0,394.0,373.0,356.0,462.0,495.0,556.0,629.0,1010.0,2420.0,2890.0,3490.0,3940.0,6130.0,6990.0,7600.0,10000.0,11200.0,11500.0,12700.0,14200.0,13700.0,11900.0,12200.0,12600.0,11600.0,11200.0,9790.0,8590.0,7820.0,7080.0,6470.0,6030.0,5830.0
74,Greece,5030.0,5650.0,5640.0,6280.0,6850.0,7550.0,7980.0,8360.0,8910.0,9900.0,10700.0,11500.0,12600.0,13600.0,12600.0,13300.0,14000.0,14200.0,15100.0,15400.0,15300.0,15000.0,14700.0,14500.0,14700.0,15000.0,15000.0,14600.0,15200.0,15700.0,15500.0,15800.0,15800.0,15500.0,15700.0,15900.0,16300.0,17000.0,17500.0,18000.0,18600.0,19300.0,20000.0,21100.0,22100.0,22200.0,23400.0,24100.0,23900.0,22800.0,21600.0,19400.0,18100.0,17800.0,18000.0,18100.0,18100.0,18300.0,18600.0,19000.0,17300.0,18900.0
75,Grenada,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,7416.366071428572,7660.910714285715,7944.919642857143,8296.589285714286,8831.640350877193,9519.146551724138,9859.177966101695,3060.0,3240.0,3440.0,3440.0,3480.0,3570.0,3640.0,3720.0,3900.0,4170.0,4560.0,4730.0,4940.0,5150.0,5180.0,5070.0,4920.0,4950.0,5020.0,5200.0,5420.0,6030.0,6400.0,6680.0,6510.0,6720.0,7320.0,7220.0,8120.0,7750.0,8170.0,8190.0,7600.0,7510.0,7510.0,7360.0,7460.0,7940.0,8380.0,8620.0,8930.0,9250.0,9250.0,7920.0,8220.0
76,Greenland,4611.6781609195405,4625.692307692308,4755.736263736264,4892.065934065934,5150.692307692308,5396.625,5485.464646464647,5625.64,5904.578431372549,6172.862745098039,15400.0,17100.0,17700.0,18700.0,19500.0,19600.0,20700.0,22700.0,24200.0,25200.0,27000.0,26800.0,25300.0,25900.0,24300.0,24900.0,26600.0,27700.0,28900.0,30500.0,26800.0,26800.0,25500.0,24300.0,25600.0,26400.0,26800.0,27100.0,29200.0,29600.0,31600.0,31900.0,31500.0,32800.0,35000.0,36700.0,38800.0,39900.0,42500.0,42900.0,43200.0,43000.0,43700.0,43300.0,45500.0,44500.0,46600.0,46600.0,47000.0,47900.0,48000.0,15765.051020408164
77,Guatemala,1850.0,1880.0,1890.0,2010.0,2040.0,2070.0,2130.0,2150.0,2280.0,2330.0,2400.0,2470.0,2590.0,2700.0,2810.0,2800.0,2940.0,3100.0,3180.0,3250.0,3290.0,3230.0,3030.0,2880.0,2810.0,2720.0,2650.0,2670.0,2700.0,2730.0,2730.0,2760.0,2820.0,2850.0,2900.0,2970.0,2980.0,3040.0,3120.0,3160.0,3200.0,3190.0,3240.0,3250.0,3280.0,3320.0,3430.0,3570.0,3620.0,3570.0,3610.0,3690.0,3730.0,3800.0,3900.0,3990.0,4030.0,4090.0,4160.0,4260.0,4120.0,4390.0
